"행정구역별(읍면동)","연령별","시점","총인구(명)","총인구_남자(명)","총인구_여자(명)","총인구_성비","내국인(명)","내국인_남자(명)","내국인_여자(명)","내국인_성비",
"읍부","80~84세","2020 년","126447","45569","80878","56.3","126062","45455","80607","56.4",
"읍부","80~84세","2021 년","132642","48437","84205","57.5","132228","48317","83911","57.6",
"읍부","80~84세","2022 년","141073","52132","88941","58.6","140611","52000","88611","58.7",
"읍부","80~84세","2023 년","143974","53541","90433","59.2","143413","53369","90044","59.3",
"읍부","85~89세","2015 년","41013","10627","30386","35","40909","10580","30329","34.9",
"읍부","85~89세","2016 년","44135","11555","32580","35.5","44030","11512","32518","35.4",
"읍부","85~89세","2017 년","49235","13011","36224","35.9","49140","12974","36166","35.9",
"읍부","85~89세","2018 년","54260","14721","39539","37.2","54174","14700","39474","37.2",
"읍부","85~89세","2019 년","59597","16665","42932","38.8","59481","16622","42859","38.8",
"읍부","85~89세","2020 년","66273","18980","47293","40.1","66144","18944","47200","40.1",
"읍부","85~89세","2021 년","73162","21493","51669","41.6","73014","21448","51566","41.6",
"읍부","85~89세","2022 년","76145","22749","53396","42.6","75967","22687","53280","42.6",
"읍부","85~89세","2023 년","81016","24501","56515","43.4","80770","24427","56343","43.4",
"읍부","90~94세","2015 년","13755","3150","10605","29.7","13722","3142","10580","29.7",
"읍부","90~94세","2016 년","14481","3224","11257","28.6","14439","3209","11230","28.6",
"읍부","90~94세","2017 년","15940","3385","12555","27","15907","3378","12529","27",
"읍부","90~94세","2018 년","17547","3692","13855","26.6","17519","3681","13838","26.6",
"읍부","90~94세","2019 년","20129","4265","15864","26.9","20083","4248","15835","26.8",
"읍부","90~94세","2020 년","22687","4843","17844","27.1","22654","4835","17819","27.1",
"읍부","90~94세","2021 년","24864","5347","19517","27.4","24827","5339","19488","27.4",
"읍부","90~94세","2022 년","26564","5757","20807","27.7","26519","5750","20769","27.7",
"읍부","90~94세","2023 년","28669","6371","22298","28.6","28612","6358","22254","28.6",
"읍부","95~99세","2015 년","2747","530","2217","23.9","2736","522","2214","23.6",
"읍부","95~99세","2016 년","3153","627","2526","24.8","3141","621","2520","24.6",
"읍부","95~99세","2017 년","3724","751","2973","25.3","3716","748","2968","25.2",
"읍부","95~99세","2018 년","4425","831","3594","23.1","4418","827","3591","23",
"읍부","95~99세","2019 년","4627","880","3747","23.5","4601","870","3731","23.3",
"읍부","95~99세","2020 년","5060","902","4158","21.7","5052","902","4150","21.7",
"읍부","95~99세","2021 년","5496","934","4562","20.5","5483","932","4551","20.5",
"읍부","95~99세","2022 년","5527","916","4611","19.9","5519","915","4604","19.9",
"읍부","95~99세","2023 년","6017","988","5029","19.6","6006","984","5022","19.6",
"읍부","100세이상","2015 년","345","39","306","12.7","344","38","306","12.4",
