"울산광역시",49014,29846,19168,25169,15733,9436,4949,2917,2032,6079,3649,2430,305,212,93,3628,2192,1436,4686,2679,2007,425,352,73,1323,658,665,1417,778,639,214,136,78,212,157,55,227,169,58,70,48,22,203,117,86,107,49,58,49326,30008,19318,25032,15636,9396,5001,2948,2053,6072,3644,2428,329,228,101,3807,2298,1509,4728,2690,2038,459,385,74,1345,665,680,1516,835,681,193,122,71,212,155,57,249,186,63,73,49,24,201,114,87,109,53,56,49533,30082,19451,24645,15381,9264,4971,2924,2047,6353,3788,2565,336,231,105,3911,2357,1554,4793,2724,2069,491,418,73,1367,675,692,1607,891,716,176,112,64,225,164,61,274,205,69,73,48,25,209,117,92,102,47,55,50205,30386,19819,24381,15206,9175,4937,2893,2044,6857,4019,2838,359,243,116,4048,2444,1604,4881,2778,2103,524,441,83,1386,686,700,1705,945,760,179,109,70,257,190,67,301,217,84,71,48,23,216,119,97,103,48,55,50640,30616,20024,24038,14990,9048,4918,2892,2026,7314,4232,3082,393,267,126,4150,2504,1646,4908,2797,2111,563,474,89,1405,691,714,1808,1016,792,178,108,70,259,193,66,318,228,90,72,49,23,213,125,88,103,50,53,51014,30794,20220,23788,14812,8976,4903,2886,2017,7611,4404,3207,416,283,133,4297,2602,1695,4874,2754,2120,624,525,99,1417,692,725,1923,1073,850,172,101,71,258,189,69,339,242,97,70,47,23,218,130,88,104,54,50,51122,30905,20217,23516,14668,8848,4861,2869,1992,7695,4435,3260,429,296,133,4430,2687,1743,4829,2737,2092,670,560,110,1452,708,744,2065,1166,899,168,98,70,265,196,69,347,248,99,70,47,23,219,134,85,106,56,50,51330,31048,20282,23207,14486,8721,4834,2875,1959,7914,4558,3356,453,310,143,4542,2736,1806,4829,2740,2089,729,610,119,1472,715,757,2156,1229,927,174,105,69,255,184,71,356,254,102,71,47,24,225,138,87,113,61,52,51402,31135,20267,22933,14337,8596,4778,2830,1948,8006,4616,3390,463,325,138,4665,2805,1860,4823,2748,2075,807,668,139,1469,713,756,2194,1250,944,170,105,65,265,197,68,375,263,112,72,48,24,262,165,97,120,65,55,51383,31151,20232,22632,14120,8512,4788,2836,1952,8037,4652,3385,451,324,127,4792,2879,1913,4745,2715,2030,900,731,169,1476,723,753,2296,1316,980,159,101,58,253,193,60,388,273,115,76,52,24,270,172,98,120,64,56
"세종특별자치시",7943,4660,3283,4126,2433,1693,805,472,333,843,448,395,58,45,13,708,447,261,657,390,267,44,36,8,368,190,178,163,95,68,18,14,4,47,32,15,27,18,9,7,4,3,46,24,22,26,12,14,9079,5325,3754,4715,2773,1942,917,547,370,950,494,456,67,55,12,805,512,293,750,434,316,67,56,11,405,210,195,215,124,91,18,14,4,48,33,15,34,22,12,9,6,3,50,29,21,29,16,13,9845,5787,4058,5013,2947,2066,985,583,402,1111,587,524,68,54,14,861,546,315,848,497,351,88,75,13,408,213,195,257,150,107,23,15,8,49,33,16,39,27,12,10,7,3,58,38,20,27,15,12,10623,6248,4375,5296,3140,2156,1053,627,426,1300,677,623,77,62,15,921,588,333,935,533,402,112,93,19,417,220,197,285,163,122,23,17,6,49,33,16,47,28,19,14,8,6,67,44,23,27,15,12,11404,6749,4655,5592,3348,2244,1124,686,438,1475,764,711,84,66,18,985,617,368,994,565,429,144,121,23,425,224,201,342,206,136,20,16,4,49,33,16,59,37,22,14,8,6,70,44,26,27,14,13,12046,7176,4870,5768,3485,2283,1182,735,447,1630,841,789,93,74,19,1062,668,394,1067,608,459,170,141,29,440,230,210,394,243,151,20,14,6,48,33,15,60,38,22,13,8,5,72,45,27,27,13,14,12346,7364,4982,5778,3506,2272,1195,746,449,1731,889,842,107,85,22,1116,696,420,1087,617,470,208,172,36,455,240,215,414,253,161,21,14,7,53,38,15,69,44,25,12,7,5,69,42,27,31,15,16,12630,7531,5099,5843,3549,2294,1217,766,451,1780,895,885,113,92,21,1148,731,417,1129,621,508,230,192,38,454,240,214,449,270,179,23,16,7,56,41,15,69,46,23,13,8,5,80,49,31,26,15,11,12848,7686,5162,5851,3560,2291,1239,774,465,1824,926,898,122,102,20,1180,747,433,1116,627,489,265,217,48,472,251,221,503,301,202,27,19,8,50,36,14,81,53,28,13,8,5,81,49,32,24,16,8,12944,7851,5093,5784,3549,2235,1231,776,455,1806,934,872,128,102,26,1233,792,441,1098,626,472,352,295,57,481,256,225,535,328,207,25,19,6,58,38,20,85,57,28,14,9,5,89,53,36,25,17,8
"경기도",508330,303157,205173,268930,161509,107421,50397,31096,19301,47197,26352,20845,3642,2626,1016,36708,22481,14227,51925,29878,22047,4868,4200,668,17258,8453,8805,16138,9174,6964,1479,943,536,2454,1786,668,2430,1765,665,576,339,237,2948,1815,1133,1380,740,640,512882,306117,206765,268668,161385,107283,50868,31384,19484,47169,26354,20815,3772,2729,1043,38203,23398,14805,52333,30136,22197,5360,4614,746,17788,8747,9041,17285,9887,7398,1352,862,490,2423,1739,684,2601,1867,734,581,346,235,3078,1903,1175,1401,766,635,522437,311539,210898,268816,161347,107469,51482,31692,19790,51459,28665,22794,3995,2913,1082,39742,24367,15375,52693,30395,22298,5920,5084,836,18215,8938,9277,18478,10567,7911,1293,825,468,2403,1715,688,2796,1995,801,598,352,246,3191,1967,1224,1356,717,639,533259,317854,215405,268832,161448,107384,52038,31952,20086,56322,31183,25139,4299,3154,1145,41289,25342,15947,53728,30970,22758,6403,5518,885,18496,9028,9468,19807,11370,8437,1292,839,453,2447,1764,683,2986,2124,862,615,362,253,3306,2059,1247,1399,741,658,547386,325883,221503,268731,161567,107164,52988,32491,20497,64102,35166,28936,4517,3298,1219,42933,26345,16588,54606,31458,23148,7037,6044,993,19016,9254,9762,21070,12148,8922,1302,834,468,2506,1802,704,3153,2239,914,626,367,259,3389,2124,1265,1410,746,664,559878,332872,227006,267797,161079,106718,53728,32943,20785,72388,39275,33113,4808,3502,1306,44542,27365,17177,54821,31657,23164,7624,6526,1098,19303,9397,9906,22311,12924,9387,1303,833,470,2426,1742,684,3311,2323,988,616,369,247,3480,2186,1294,1420,751,669,569726,338704,231022,267043,160705,106338,54212,33222,20990,78042,42286,35756,5168,3761,1407,45883,28150,17733,55060,31871,23189,8287,7069,1218,19563,9477,10086,23587,13751,9836,1312,842,470,2482,1774,708,3504,2449,1055,629,375,254,3538,2215,1323,1416,757,659,578668,344091,234577,266179,160309,105870,54660,33467,21193,82737,44838,37899,5430,3931,1499,47295,28950,18345,55106,31916,23190,9155,7769,1386,19886,9591,10295,24904,14610,10294,1295,847,448,2540,1829,711,3692,2565,1127,633,375,258,3742,2341,1401,1414,753,661,583782,347430,236352,263907,159042,104865,54841,33555,21286,86452,46862,39590,5448,3949,1499,48424,29684,18740,54870,31815,23055,10283,8636,1647,20124,9715,10409,25806,15247,10559,1270,837,433,2530,1807,723,3855,2669,1186,632,376,256,3919,2479,1440,1421,757,664,586421,349212,237209,260670,157309,103361,54685,33400,21285,89417,48379,41038,5266,3789,1477,49698,30436,19262,54230,31468,22762,11767,9777,1990,20195,9685,10510,26617,15871,10746,1243,807,436,2475,1766,709,4046,2788,1258,651,388,263,4033,2576,1457,1428,773,655
"강원특별자치도",98970,57780,41190,53100,31198,21902,9433,5435,3998,10830,5917,4913,702,496,206,7535,4436,3099,9460,5510,3950,505,417,88,3047,1625,1422,2252,1277,975,179,108,71,690,569,121,309,215,94,86,48,38,587,372,215,255,157,98,98324,57441,40883,52491,30784,21707,9408,5419,3989,10700,5902,4798,715,509,206,7698,4523,3175,9326,5471,3855,545,456,89,3073,1636,1437,2322,1318,1004,142,90,52,646,529,117,330,227,103,86,48,38,584,373,211,258,156,102,98928,57623,41305,51902,30417,21485,9450,5416,4034,11447,6280,5167,725,511,214,7896,4623,3273,9335,5447,3888,595,490,105,3076,1629,1447,2456,1404,1052,140,88,52,618,503,115,348,236,112,89,49,40,594,379,215,257,151,106,99959,58021,41938,51550,30171,21379,9459,5401,4058,12451,6759,5692,746,533,213,8062,4697,3365,9316,5439,3877,629,517,112,3109,1625,1484,2577,1473,1104,139,88,51,583,472,111,383,264,119,89,50,39,628,397,231,238,135,103,100693,58338,42355,51023,29798,21225,9415,5376,4039,13481,7291,6190,737,525,212,8213,4797,3416,9277,5427,3850,664,545,119,3108,1611,1497,2692,1548,1144,131,83,48,560,456,104,413,285,128,98,56,42,639,402,237,242,138,104,101484,58715,42769,50536,29490,21046,9428,5386,4042,14298,7709,6589,748,539,209,8397,4887,3510,9255,5400,3855,735,606,129,3157,1637,1520,2840,1638,1202,131,85,46,544,443,101,430,299,131,99,56,43,655,407,248,231,133,98,101615,58829,42786,49988,29182,20806,9434,5389,4045,14675,7893,6782,770,552,218,8435,4909,3526,9155,5387,3768,776,644,132,3180,1644,1536,3059,1783,1276,130,88,42,537,434,103,475,325,150,97,55,42,670,410,260,234,134,100,101714,58810,42904,49535,28919,20616,9419,5410,4009,14936,7930,7006,789,561,228,8550,4981,3569,9040,5310,3730,847,706,141,3232,1670,1562,3240,1893,1347,121,81,40,513,410,103,500,347,153,101,56,45,669,407,262,222,129,93,101622,58818,42804,49070,28664,20406,9381,5394,3987,15081,8016,7065,793,560,233,8620,5036,3584,8923,5249,3674,961,802,159,3243,1670,1573,3376,1969,1407,127,83,44,481,377,104,539,375,164,106,61,45,693,430,263,228,132,96,100520,58172,42348,48186,28194,19992,9210,5343,3867,15018,7938,7080,787,546,241,8675,5052,3623,8720,5107,3613,1068,886,182,3239,1660,1579,3447,1999,1448,127,82,45,452,356,96,559,384,175,104,61,43,706,432,274,222,132,90
"충청북도",93612,53810,39802,48188,27657,20531,8952,5282,3670,9867,5326,4541,624,442,182,9209,5422,3787,8621,4835,3786,537,462,75,3660,1944,1716,2190,1261,929,187,125,62,379,293,86,297,216,81,86,53,33,570,367,203,245,125,120,93536,53726,39810,47726,27385,20341,8979,5318,3661,9738,5227,4511,629,444,185,9427,5540,3887,8651,4840,3811,578,496,82,3719,1972,1747,2336,1341,995,168,113,55,366,282,84,315,232,83,86,51,35,573,363,210,245,122,123,94688,54283,40405,47307,27132,20175,8983,5339,3644,10818,5766,5052,650,453,197,9653,5672,3981,8667,4841,3826,608,518,90,3699,1957,1742,2509,1421,1088,153,100,53,366,279,87,348,257,91,90,54,36,580,364,216,257,130,127,95844,55030,40814,46957,26986,19971,8965,5342,3623,11759,6206,5553,677,471,206,9886,5849,4037,8789,4950,3839,657,562,95,3698,1945,1753,2642,1508,1134,148,97,51,377,287,90,377,284,93,87,52,35,574,363,211,251,128,123,97086,55616,41470,46523,26784,19739,8993,5329,3664,12951,6779,6172,662,470,192,10205,6049,4156,8738,4900,3838,694,594,100,3706,1928,1778,2776,1577,1199,150,98,52,364,269,95,401,296,105,86,52,34,591,367,224,246,124,122,97688,55965,41723,46083,26615,19468,8936,5303,3633,13538,7041,6497,689,483,206,10494,6186,4308,8697,4898,3799,745,634,111,3740,1919,1821,2921,1685,1236,140,90,50,347,253,94,427,316,111,87,53,34,601,369,232,243,120,123,97932,56117,41815,45719,26478,19241,8863,5235,3628,13879,7187,6692,688,483,205,10656,6272,4384,8651,4901,3750,781,663,118,3743,1919,1824,3083,1783,1300,151,103,48,341,239,102,445,320,125,87,53,34,605,364,241,240,117,123,97839,56117,41722,45135,26200,18935,8803,5215,3588,14075,7232,6843,714,507,207,10863,6376,4487,8485,4819,3666,856,722,134,3753,1934,1819,3246,1885,1361,143,91,52,343,238,105,468,338,130,92,57,35,620,381,239,243,122,121,97863,56257,41606,44633,25982,18651,8783,5214,3569,14311,7325,6986,716,505,211,10993,6464,4529,8363,4761,3602,995,831,164,3726,1927,1799,3390,1980,1410,140,90,50,354,249,105,493,351,142,94,59,35,627,390,237,245,129,116,97117,55896,41221,43778,25538,18240,8702,5164,3538,14251,7280,6971,713,495,218,11177,6583,4594,8203,4684,3519,1155,948,207,3682,1879,1803,3519,2066,1453,141,90,51,333,241,92,520,368,152,92,57,35,624,388,236,227,115,112
"충청남도",124721,71998,52723,66021,38190,27831,12128,7209,4919,13534,7339,6195,933,643,290,10436,6173,4263,10897,6083,4814,568,475,93,5091,2704,2387,2670,1555,1115,235,123,112,689,556,133,377,276,101,119,69,50,727,438,289,296,165,131,124801,71984,52817,65661,37892,27769,12097,7198,4899,13537,7350,6187,952,663,289,10739,6374,4365,10828,6052,4776,631,526,105,5150,2698,2452,2797,1627,1170,223,121,102,653,520,133,387,282,105,121,72,49,737,449,288,288,160,128,126406,72848,53558,65145,37560,27585,12058,7179,4879,15059,8133,6926,975,675,300,11027,6541,4486,10846,6074,4772,713,596,117,5214,2737,2477,2988,1762,1226,223,120,103,603,483,120,410,297,113,119,72,47,750,459,291,276,160,116,128503,73976,54527,64668,37337,27331,12076,7200,4876,16842,8986,7856,1014,706,308,11349,6735,4614,10965,6142,4823,811,679,132,5245,2746,2499,3150,1858,1292,217,117,100,584,468,116,438,315,123,126,74,52,750,461,289,268,152,116,131910,75727,56183,63977,36991,26986,12052,7150,4902,20217,10641,9576,1011,712,299,11661,6900,4761,10993,6174,4819,898,756,142,5325,2777,2548,3350,2022,1328,210,114,96,577,461,116,467,330,137,123,72,51,772,469,303,277,158,119,133724,76495,57229,63222,36519,26703,12084,7141,4943,22045,11448,10597,1005,714,291,11988,7082,4906,11035,6217,4818,981,825,156,5363,2798,2565,3550,2131,1419,214,122,92,571,449,122,496,350,146,126,75,51,767,463,304,277,161,116,134250,76783,57467,62727,36226,26501,12081,7182,4899,22565,11700,10865,1040,736,304,12247,7239,5008,10916,6132,4784,1054,887,167,5362,2794,2568,3780,2248,1532,206,125,81,562,443,119,519,365,154,130,79,51,769,456,313,292,171,121,134749,77050,57699,62210,35939,26271,12163,7232,4931,22938,11849,11089,1085,758,327,12488,7375,5113,10861,6126,4735,1183,991,192,5368,2789,2579,3962,2345,1617,202,120,82,547,431,116,551,387,164,131,80,51,781,467,314,279,161,118,134698,77181,57517,61773,35818,25955,12133,7245,4888,23049,11874,11175,1119,778,341,12654,7506,5148,10593,5964,4629,1359,1124,235,5354,2751,2603,4121,2438,1683,198,116,82,541,430,111,577,405,172,130,79,51,820,495,325,277,158,119,134004,76878,57126,60854,35385,25469,12051,7192,4859,22892,11722,11170,1053,728,325,12924,7673,5251,10438,5872,4566,1586,1295,291,5328,2720,2608,4313,2595,1718,197,115,82,515,409,106,599,419,180,125,76,49,851,526,325,278,151,127
"전북특별자치도",130932,71201,59731,70649,37047,33602,11976,6945,5031,13354,7208,6146,1083,757,326,11220,6529,4691,12357,6687,5670,573,478,95,5355,2815,2540,2289,1431,858,211,126,85,389,301,88,320,238,82,117,47,70,572,355,217,467,237,230,129769,70626,59143,69463,36450,33013,11868,6881,4987,13100,7047,6053,1134,789,345,11468,6700,4768,12274,6619,5655,607,505,102,5395,2829,2566,2434,1523,911,181,108,73,372,284,88,343,261,82,118,47,71,559,351,208,453,232,221,130345,71020,59325,68350,35896,32454,11772,6826,4946,14426,7747,6679,1146,798,348,11702,6843,4859,12258,6615,5643,637,526,111,5454,2862,2592,2568,1620,948,176,105,71,363,276,87,377,287,90,114,46,68,556,347,209,446,226,220,131303,71443,59860,67516,35439,32077,11693,6765,4928,15677,8298,7379,1181,838,343,11974,6990,4984,12274,6626,5648,692,574,118,5491,2868,2623,2733,1735,998,164,99,65,375,281,94,408,308,100,114,46,68,579,362,217,432,214,218,131746,71685,60061,66299,34864,31435,11583,6697,4886,17200,9013,8187,1190,845,345,12140,7088,5052,12118,6548,5570,721,599,122,5471,2847,2624,2934,1857,1077,161,103,58,361,277,84,423,310,113,115,46,69,601,375,226,429,216,213,132364,71949,60415,65113,34292,30821,11422,6606,4816,18813,9684,9129,1220,865,355,12344,7206,5138,12015,6525,5490,785,650,135,5458,2831,2627,3101,1956,1145,158,103,55,355,275,80,442,329,113,111,45,66,597,363,234,430,219,211,132207,71808,60399,63940,33725,30215,11256,6531,4725,19721,10065,9656,1248,879,369,12482,7281,5201,11814,6382,5432,841,693,148,5477,2829,2648,3319,2080,1239,154,99,55,358,275,83,466,345,121,115,47,68,592,358,234,424,219,205,132057,71784,60273,62913,33211,29702,11188,6515,4673,20330,10330,10000,1282,901,381,12642,7392,5250,11617,6277,5340,933,768,165,5477,2828,2649,3486,2171,1315,155,102,53,354,270,84,488,357,131,122,52,70,644,388,256,426,222,204,131652,71789,59863,61872,32837,29035,11027,6433,4594,20990,10667,10323,1283,894,389,12811,7490,5321,11276,6125,5151,1060,867,193,5459,2800,2659,3645,2266,1379,158,105,53,348,265,83,508,362,146,124,52,72,676,412,264,415,214,201,130189,71263,58926,60330,32188,28142,10844,6320,4524,21236,10785,10451,1306,913,393,12848,7528,5320,10947,5987,4960,1210,978,232,5458,2795,2663,3797,2374,1423,146,96,50,330,252,78,521,370,151,124,53,71,683,416,267,409,208,201
"전라남도",143128,76287,66841,76787,38670,38117,14608,8154,6454,16652,8863,7789,1025,697,328,10836,6537,4299,11854,6427,5427,498,419,79,5749,3228,2521,2662,1612,1050,248,155,93,733,584,149,382,293,89,93,53,40,589,374,215,412,221,191,141837,75683,66154,75556,38078,37478,14500,8075,6425,16405,8716,7689,1027,696,331,11095,6706,4389,11764,6385,5379,536,459,77,5749,3227,2522,2787,1681,1106,222,140,82,689,552,137,409,313,96,98,55,43,591,376,215,409,224,185,141578,75500,66078,74290,37420,36870,14338,7977,6361,17225,9086,8139,1027,689,338,11339,6848,4491,11697,6336,5361,586,505,81,5725,3211,2514,2940,1786,1154,215,135,80,646,505,141,447,346,101,92,51,41,617,389,228,394,216,178,142174,75683,66491,73318,36928,36390,14198,7913,6285,18475,9572,8903,1019,677,342,11579,6982,4597,11682,6329,5353,649,561,88,5723,3176,2547,3121,1903,1218,202,126,76,606,476,130,500,387,113,90,51,39,623,384,239,389,218,171,142213,75756,66457,71918,36287,35631,14078,7841,6237,19669,10114,9555,1004,658,346,11847,7130,4717,11586,6300,5286,729,630,99,5728,3161,2567,3237,1984,1253,188,118,70,577,453,124,519,404,115,86,50,36,655,398,257,392,228,164,141888,75459,66429,70745,35683,35062,13968,7777,6191,20247,10285,9962,1011,667,344,12076,7264,4812,11506,6231,5275,792,681,111,5726,3157,2569,3421,2090,1331,185,116,69,538,421,117,542,416,126,86,50,36,654,391,263,391,230,161,140942,75050,65892,69601,35181,34420,13846,7715,6131,20380,10318,10062,1025,680,345,12232,7363,4869,11329,6120,5209,832,704,128,5705,3133,2572,3593,2208,1385,179,114,65,511,403,108,569,434,135,90,53,37,659,400,259,391,224,167,139868,74616,65252,68404,34655,33749,13621,7578,6043,20359,10270,10089,1053,698,355,12350,7432,4918,11162,6037,5125,920,767,153,5698,3115,2583,3849,2392,1457,184,120,64,506,397,109,600,452,148,89,52,37,695,432,263,378,219,159,138410,74119,64291,67257,34199,33058,13398,7478,5920,20234,10217,10017,1061,709,352,12466,7509,4957,10794,5860,4934,1043,872,171,5692,3116,2576,4003,2492,1511,173,110,63,478,367,111,635,478,157,88,51,37,714,446,268,374,215,159,136472,73376,63096,65662,33569,32093,13125,7352,5773,19974,10104,9870,1053,699,354,12613,7608,5005,10647,5764,4883,1202,1005,197,5620,3059,2561,4115,2563,1552,168,105,63,447,341,106,668,500,168,92,52,40,722,448,274,364,207,157
"경상북도",168650,95877,72773,86278,48761,37517,16963,9640,7323,18679,9816,8863,1169,836,333,14476,8857,5619,16673,9365,7308,793,681,112,6991,3814,3177,3597,2095,1502,389,232,157,717,571,146,559,420,139,201,111,90,835,482,353,330,196,134,168089,95478,72611,85468,48196,37272,16785,9514,7271,18600,9760,8840,1160,821,339,14797,9040,5757,16412,9256,7156,874,747,127,7136,3893,3243,3815,2235,1580,371,225,146,682,539,143,617,462,155,199,110,89,831,479,352,342,201,141,169643,96293,73350,84396,47652,36744,16600,9426,7174,20767,10810,9957,1159,820,339,15106,9212,5894,16224,9151,7073,956,814,142,7291,3958,3333,4061,2391,1670,339,208,131,664,531,133,680,506,174,198,110,88,850,495,355,352,209,143,172533,97542,74991,83226,47003,36223,16396,9269,7127,24319,12386,11933,1183,832,351,15449,9432,6017,16100,9109,6991,1029,875,154,7367,3982,3385,4346,2583,1763,328,203,125,660,522,138,737,545,192,200,113,87,843,485,358,350,203,147,176550,99253,77297,82032,46340,35692,16234,9178,7056,28987,14400,14587,1202,844,358,15827,9631,6196,15989,9079,6910,1126,957,169,7370,3959,3411,4578,2729,1849,330,212,118,664,520,144,808,596,212,193,109,84,854,493,361,356,206,150,180898,101237,79661,81055,45841,35214,16133,9133,7000,33558,16408,17150,1260,865,395,16242,9884,6358,15961,9085,6876,1188,1003,185,7389,3952,3437,4871,2919,1952,317,204,113,644,500,144,863,626,237,195,109,86,859,499,360,363,209,154,181366,101449,79917,79859,45257,34602,15828,8949,6879,35249,17205,18044,1294,889,405,16423,9993,6430,15659,8879,6780,1284,1083,201,7400,3949,3451,5075,3056,2019,306,201,105,658,506,152,879,639,240,198,111,87,882,517,365,372,215,157,182538,102009,80529,78912,44808,34104,15771,8916,6855,36679,17793,18886,1308,884,424,16651,10143,6508,15592,8829,6763,1423,1187,236,7472,3972,3500,5388,3273,2115,311,202,109,648,489,159,924,662,262,197,111,86,898,530,368,364,210,154,182373,102113,80260,77695,44261,33434,15582,8813,6769,37543,18175,19368,1350,926,424,16929,10311,6618,15258,8712,6546,1602,1332,270,7454,3938,3516,5594,3413,2181,296,188,108,629,476,153,955,683,272,194,111,83,927,565,362,365,209,156,178340,100045,78295,75032,42931,32101,15103,8577,6526,37170,17950,19220,1312,891,421,16864,10230,6634,14704,8412,6292,1823,1506,317,7277,3844,3433,5721,3491,2230,270,170,100,600,443,157,998,712,286,192,111,81,908,565,343,366,212,154
"경상남도",179276,104120,75156,97124,56806,40318,16984,10158,6826,16845,8944,7901,1240,877,363,13463,8026,5437,17485,9713,7772,1185,988,197,7416,4012,3404,4450,2598,1852,285,166,119,807,578,229,523,387,136,214,132,82,868,517,351,387,218,169,179070,104018,75052,96080,56179,39901,17051,10184,6867,16691,8837,7854,1272,901,371,13829,8263,5566,17433,9697,7736,1300,1088,212,7527,4080,3447,4759,2779,1980,266,156,110,793,561,232,560,405,155,214,132,82,909,543,366,386,213,173,180665,104838,75827,95119,55679,39440,17051,10122,6929,18236,9601,8635,1315,930,385,14202,8475,5727,17433,9674,7759,1423,1183,240,7686,4155,3531,5009,2959,2050,252,153,99,806,566,240,601,439,162,210,129,81,944,570,374,378,203,175,183510,106280,77230,94245,55222,39023,17067,10120,6947,20481,10626,9855,1361,958,403,14628,8760,5868,17714,9832,7882,1576,1299,277,7775,4161,3614,5418,3196,2222,253,155,98,787,554,233,657,477,180,208,125,83,955,584,371,385,211,174,186016,107487,78529,93145,54612,38533,17054,10096,6958,22970,11725,11245,1395,995,400,15037,9025,6012,17824,9887,7937,1709,1417,292,7825,4170,3655,5719,3370,2349,259,156,103,774,549,225,710,522,188,208,128,80,991,613,378,396,222,174,187968,108545,79423,92074,54031,38043,17027,10096,6931,25032,12723,12309,1439,1021,418,15442,9279,6163,17684,9815,7869,1903,1580,323,7911,4186,3725,6024,3562,2462,263,158,105,776,548,228,774,561,213,207,128,79,1012,631,381,400,226,174,188749,108876,79873,90912,53351,37561,16985,10082,6903,26114,13254,12860,1510,1066,444,15744,9423,6321,17578,9783,7795,2080,1709,371,7934,4187,3747,6415,3758,2657,262,161,101,773,536,237,819,586,233,201,120,81,1021,636,385,401,224,177,189621,109468,80153,89911,52870,37041,16961,10065,6896,27012,13687,13325,1575,1126,449,16090,9636,6454,17379,9689,7690,2297,1876,421,8000,4191,3809,6790,3972,2818,268,164,104,784,545,239,866,619,247,201,121,80,1071,675,396,416,232,184,189874,109831,80043,88727,52274,36453,16903,10032,6871,27755,14049,13706,1577,1129,448,16395,9831,6564,17193,9666,7527,2598,2128,470,8024,4170,3854,6991,4104,2887,276,167,109,792,566,226,911,657,254,201,121,80,1091,690,401,440,247,193,188825,109456,79369,86998,51403,35595,16783,9962,6821,28085,14203,13882,1545,1103,442,16620,9954,6666,16835,9512,7323,2964,2411,553,7966,4131,3835,7261,4275,2986,291,184,107,779,560,219,950,680,270,200,119,81,1132,723,409,416,236,180
"제주특별자치도",32989,18007,14982,14462,7892,6570,4259,2292,1967,4321,2037,2284,330,231,99,2876,1629,1247,3351,1823,1528,358,318,40,1187,643,544,1036,631,405,92,64,28,254,191,63,118,79,39,24,17,7,179,98,81,142,62,80,33510,18380,15130,14629,8046,6583,4233,2292,1941,4364,2064,2300,332,232,100,2958,1672,1286,3441,1875,1566,398,350,48,1233,655,578,1115,683,432,90,61,29,253,188,65,123,84,39,23,16,7,181,101,80,137,61,76,34278,18822,15456,14711,8123,6588,4270,2349,1921,4738,2231,2507,356,248,108,3049,1728,1321,3470,1875,1595,435,383,52,1255,657,598,1189,718,471,86,56,30,248,177,71,143,104,39,23,16,7,172,95,77,133,62,71,35104,19256,15848,14746,8153,6593,4253,2336,1917,5259,2441,2818,383,268,115,3135,1782,1353,3528,1926,1602,470,411,59,1265,653,612,1255,771,484,77,51,26,246,175,71,161,117,44,23,16,7,179,101,78,124,55,69,35840,19697,16143,14674,8125,6549,4225,2341,1884,5860,2725,3135,394,284,110,3219,1835,1384,3540,1945,1595,521,452,69,1281,661,620,1300,795,505,77,52,25,252,181,71,175,127,48,26,18,8,179,103,76,117,53,64,36287,19979,16308,14543,8067,6476,4193,2353,1840,6232,2882,3350,397,284,113,3311,1891,1420,3525,1952,1573,560,483,77,1292,659,633,1390,855,535,80,56,24,242,179,63,179,132,47,26,18,8,193,110,83,124,58,66,36655,20244,16411,14395,8012,6383,4142,2337,1805,6490,3017,3473,403,287,116,3393,1937,1456,3567,1984,1583,617,522,95,1295,649,646,1488,922,566,76,55,21,249,192,57,192,139,53,25,18,7,200,117,83,123,56,67,36876,20381,16495,14206,7921,6285,4118,2322,1796,6717,3109,3608,406,292,114,3508,2007,1501,3503,1952,1551,686,578,108,1309,661,648,1560,968,592,75,55,20,241,180,61,201,146,55,28,18,10,195,115,80,123,57,66,37134,20636,16498,14098,7882,6216,4089,2324,1765,6849,3178,3671,421,301,120,3647,2102,1545,3480,1962,1518,777,655,122,1307,652,655,1595,1010,585,70,51,19,231,167,64,213,157,56,28,18,10,213,127,86,116,50,66,36918,20581,16337,13893,7800,6093,3993,2279,1714,6755,3120,3635,428,302,126,3750,2168,1582,3381,1921,1460,885,736,149,1312,651,661,1637,1031,606,69,51,18,225,161,64,220,163,57,29,19,10,227,133,94,114,46,68
