행정구역별,연령별,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년,2023 년
전국,계,46991171,47335678,47732558,48021543,48229948,48386823,48583805,48782274,48991779,49268928,49540367,49773145,50515666,50734284,50948272,51141463,51327916,51529338,51696216,51778544,51826059,51849861,51829023,51638809,51439038,51325329
전국,0세,607766,588010,608060,532700,470251,469270,451219,413858,424737,470258,444421,424529,448516,451579,464374,421465,419833,424563,393674,345786,317685,295132,265087,253946,244250,225958
전국,1세,671158,638899,618444,637932,557596,492091,490783,471088,433122,446103,491498,464282,443963,470224,472275,486655,438778,437994,441720,409814,361625,330970,304651,274633,264788,253595
전국,2세,686229,672557,640444,619315,638559,558093,493125,491757,471970,433946,446884,492482,465564,445437,470956,474098,488030,439989,439207,442943,411225,362900,331606,306120,277529,266619
전국,3세,709382,687069,673589,640716,619744,638482,558553,493820,492427,472617,434320,447432,493452,466807,446256,472047,474932,488716,440530,439700,443586,412018,363250,332157,307975,279134
전국,4세,716143,710221,687471,673714,640894,620038,639050,559076,494287,492842,472935,434700,448200,494388,467432,447055,472731,475519,489140,440872,440123,444102,412429,363613,333048,309282
전국,5세,713230,716847,711135,688057,673758,640643,620183,639478,559423,494527,492914,473112,435281,448774,494810,467935,447531,473120,475817,489401,441105,440483,444367,412739,364198,333705
전국,6세,729241,714354,718080,711496,688504,673822,641385,620535,639775,559670,494660,493040,473718,435724,449057,495221,468321,447817,473401,476061,489604,441362,440710,444555,413162,364740
전국,7세,707547,729999,715126,718029,711597,688306,673988,641464,620666,639800,559549,494611,493551,473970,435863,449321,495536,468546,448049,473580,476168,489772,441560,440866,444843,413535
전국,8세,644055,707154,729723,714271,717392,710791,687792,673535,641047,620368,639584,559360,495212,493658,474009,436031,449510,495761,468712,448183,473690,476358,489936,441672,441044,445099
전국,9세,634314,643542,706252,728893,713730,716469,710249,687167,673118,640683,620098,639421,560067,495288,493679,474106,436172,449663,495918,468858,448251,473817,476474,490049,441805,441225
전국,10세,628050,633784,642945,705775,728082,712802,715970,709821,686826,672700,640447,619828,640166,560042,495216,493745,474187,436313,449851,496041,468897,448401,473919,476536,490147,441952
전국,11세,619493,627494,633634,642421,705289,727161,712309,715509,709394,686488,672419,640111,620740,640027,559908,495256,493804,474284,436439,449954,496074,469014,448450,473997,476573,490229
전국,12세,629317,619124,627095,632747,641836,704366,726975,711848,715220,709145,686232,672065,641207,620650,639852,559931,495268,493916,474372,436496,449936,496146,469087,448481,473924,476570
전국,13세,654521,628451,618507,626413,631991,640732,703609,726053,711250,714676,708751,685780,673228,640950,620407,639858,559938,495316,493970,474366,436420,449979,496175,469101,448369,473894
전국,14세,663793,653662,628297,617640,625685,631031,640225,702940,725583,710852,714275,708234,687104,672862,640593,620395,639828,559996,495347,493910,474221,436418,449958,496081,468939,448324
전국,15세,751522,663450,653365,627311,617015,624857,630620,639612,702376,725166,710578,713804,709686,686666,672396,640464,620320,639869,560014,495262,493626,474123,436320,449838,495811,468773
전국,16세,825846,750686,662752,652445,626408,615880,624067,629733,639025,701856,724687,709953,715362,709218,686179,672216,640283,620297,639783,559804,494894,493389,473931,436095,449473,495547
전국,17세,844529,824253,749750,661315,651533,625125,615057,623200,629092,638430,701323,723999,711438,714748,708614,685900,671839,640126,620107,639416,559205,494523,493036,473465,435582,449025
전국,18세,840797,843386,823609,748555,660637,650027,624508,614345,622525,628574,637985,700521,725597,710814,713978,708247,685501,671503,639836,619744,638581,558704,494044,492266,472622,435025
전국,19세,831341,839948,842680,822416,747541,659368,649747,623916,613755,622184,628225,637355,702347,725148,710136,713703,707936,685469,671319,639432,619299,638313,558416,493456,491756,472121
전국,20세,725566,830459,839672,841603,821620,746531,658808,649129,623355,613322,621920,627736,639373,702062,724591,709873,713451,707868,685246,670955,639161,619035,638108,557948,492919,491415
전국,21세,784505,724708,829600,838177,840384,819708,745721,658223,648688,623069,613160,621682,630124,639208,701604,724415,709683,713497,707800,685001,670613,638851,618752,637555,557252,492547
전국,22세,768113,783733,724712,828823,837211,838881,819340,745253,658107,648450,622919,613089,624322,630058,638824,701573,724403,709734,713499,707489,684673,670285,638595,618217,636829,556848
전국,23세,797107,767301,783044,723175,827596,835274,838085,818882,745038,657674,648375,623087,615893,624560,629880,639047,701661,724581,709775,713246,707318,684354,670075,638093,617553,636473
전국,24세,867536,796364,766729,781797,721923,825421,834629,837831,818758,744695,657761,648432,626189,616427,624641,630294,639299,701903,724741,709736,713137,707120,684146,669509,637288,617157
전국,25세,904075,866728,795801,765445,780381,719824,824911,834456,837574,818725,744785,657945,651938,626728,616444,625006,630475,639594,702099,724578,709738,712882,706819,683379,668523,636857
전국,26세,906210,903299,866006,794330,764207,778331,719608,825021,834360,837509,819048,744950,661688,652349,626913,616877,625298,630813,640053,702166,724841,709730,712801,706235,682511,668222
전국,27세,956234,904753,902392,864490,792623,761662,777536,719555,824795,834183,837748,819093,749460,662028,652491,627363,617178,625667,631162,640303,702366,724896,709626,712085,705293,682210
전국,28세,932204,954889,904179,900579,862386,789867,760746,777577,719427,824889,834516,837687,824418,749595,662132,652794,627641,617519,626102,631234,640669,702371,724866,708889,711089,704975
전국,29세,938854,930672,953961,902416,898540,859134,788980,760617,777270,719509,825406,834561,843551,824401,749428,662287,652955,627872,617951,626259,631457,640832,702365,724013,707924,710782
전국,30세,942417,936836,929378,952261,900105,894964,857966,788809,760553,777421,720003,825299,840914,843356,824093,749526,662331,653196,628249,618127,626456,631550,640897,701535,722983,707687
전국,31세,878090,940276,936194,927425,949681,896689,893298,857425,788551,760455,777811,720171,831723,840585,842882,823955,749426,662511,653447,628300,618363,626485,631573,640224,700514,722762
전국,32세,832616,875956,939287,933898,924788,945758,894311,892652,856957,788523,760917,777609,726126,831265,839992,842670,823867,749469,662753,653497,628466,618427,626557,630872,639276,700189
전국,33세,869531,830252,874828,937088,931378,920790,943275,893694,892143,856758,788941,760861,784231,725701,830608,839693,842467,823872,749557,662636,653494,628407,618482,625794,629734,639083
전국,34세,853041,867010,829525,873032,934568,926917,918299,942170,893063,891889,857095,788690,767732,783547,725023,830278,839360,842339,823862,749385,662582,653361,628489,617636,624750,629531
전국,35세,812686,850864,866031,827560,870633,930323,924418,917194,940969,892953,892272,856801,796394,767010,782721,724684,829954,839281,842279,823495,749232,662430,653259,627431,616573,624565
전국,36세,905356,810170,849736,864288,824978,866605,927733,923471,916201,940872,893279,891987,865704,795534,766119,782219,724311,829802,839113,841840,823253,748919,662309,651979,626297,616305
전국,37세,944452,902735,809038,847837,861726,821302,864067,926391,922512,915840,941372,893080,901876,864737,794544,765654,781739,724134,829685,838693,841390,822868,748699,660870,650702,625939
전국,38세,954534,941474,901268,806999,845289,857597,818595,862797,925095,922063,916295,940983,903533,900728,863524,793938,765094,781486,724012,829177,838252,840885,822494,746777,659616,650357
전국,39세,885109,951143,939854,898437,804484,840929,854753,817173,861447,924630,922309,916052,952316,902323,899437,862797,793298,764876,781183,723499,828655,837692,840358,820317,745066,659130
전국,40세,810593,881691,949473,937136,895374,800308,838046,853318,816240,861022,925098,922017,927747,950931,900882,898484,862022,792924,764577,780568,722964,828035,837135,837928,818283,744342
전국,41세,806832,807416,879608,946586,933979,891063,797378,836553,851846,815748,861233,924924,934319,926338,949293,899902,897682,861482,792564,763958,779981,722387,827427,834576,835767,817482
전국,42세,730843,803464,805386,876993,943265,928967,887743,795749,834986,851653,816049,860771,937621,932738,924633,948188,898901,897141,860953,791817,763284,779215,721752,824976,832233,834841
전국,43세,758272,727346,801190,802335,873797,938199,925058,885793,794099,834512,851830,815731,872912,935911,930966,923443,947121,898285,896518,859972,790977,762470,778395,719423,822634,831109
전국,44세,648355,754729,725218,798169,799399,868629,934348,922940,884084,793489,834392,851335,827558,871204,933973,929667,922307,946354,897631,895428,858988,790085,761607,775928,717332,821485
전국,45세,562225,645064,752314,722420,794920,794819,865055,931886,920790,883457,793488,833840,863812,825847,869201,932439,928289,921494,945524,896361,894197,857823,789046,759008,773557,716196
전국,46세,624207,559569,642838,749444,719396,790444,791527,862952,930019,919818,883215,792980,846277,861891,823917,867657,931025,927372,920661,944179,895079,892843,856591,785980,756452,772241
전국,47세,457774,620731,557593,640463,746383,715205,786985,789526,860747,928893,919268,882640,805792,844225,859816,822249,866083,929758,926343,919109,942734,893588,891471,852896,783135,755064
전국,48세,490804,455658,618572,555056,637576,742079,712003,784731,787475,859453,928361,918129,896358,803780,841948,857982,820657,864888,928518,924665,917454,941096,892019,887828,849550,781606
전국,49세,498866,488076,453639,615932,552684,633844,738746,709753,782459,786036,858914,927128,931956,893818,801529,839950,856129,819295,863764,926695,922929,915688,939344,888249,884174,847768
전국,50세,497430,496258,486082,451584,612904,549168,630926,736339,707648,780951,785248,857457,941303,929060,891073,799571,837923,854571,817907,861873,924835,921051,913912,935176,884382,882176
전국,51세,506181,494789,493758,483552,449401,609273,546405,628720,734055,706290,779847,783905,870180,938247,925969,888563,797573,836443,853001,815855,860005,922768,919030,909777,930911,882277
전국,52세,406745,503104,492299,491074,481079,446640,606382,544536,626633,732392,705243,778398,795523,867111,934977,923103,885997,796081,834857,850770,813809,857909,920605,914615,905532,928584
전국,53세,366949,404234,500519,489774,488393,477863,444329,603880,542483,625071,731191,703636,789719,792643,863920,931945,920265,884105,794455,832633,848593,811612,855730,915978,910099,903162
전국,54세,396763,364682,401679,497420,487064,485170,475174,442516,601501,540986,623661,729177,713503,786572,789529,860888,928833,917941,882172,792265,830351,846251,809451,851276,911148,907461
전국,55세,405230,393933,362463,399332,494392,483723,482290,473033,440611,599571,539506,621757,739241,710515,783222,786649,857783,926350,915541,879476,789814,828014,843823,804900,846623,908334
전국,56세,509498,402284,391231,359879,396656,491024,480871,480339,470865,438890,597682,537817,629946,736003,707367,780052,783692,855335,923841,912277,876735,787363,825363,838994,800255,843784
전국,57세,426050,505141,399302,388416,357349,393695,487814,478643,478122,468972,437328,595440,544773,626938,732597,704263,776856,781202,852740,920380,908987,873704,784660,820408,833964,797304
전국,58세,384461,422231,501197,396136,385480,354470,390978,485330,476101,475947,466994,435525,602388,541974,623936,729354,701219,774145,778724,849219,916989,905510,870571,779401,815151,830740
전국,59세,404259,380753,418490,496587,392676,382387,351937,388704,482674,473657,473873,464965,440247,599083,538980,620868,726020,698618,771423,775456,845766,913195,901869,864686,773999,811877
전국,60세,371866,399968,376981,414561,492011,389148,379421,349770,386312,479952,471364,471573,469547,437650,595719,536154,617706,723306,696051,767925,771988,842106,909224,895236,858519,770775
전국,61세,353179,367680,395670,373064,410628,487191,385944,376805,347369,383923,477211,468816,475785,466614,435022,592397,533291,614952,720230,692708,764437,768442,838270,902367,888491,854641
전국,62세,340913,348895,363400,391312,368961,406139,482602,382856,373909,344917,381606,474200,472223,472464,463534,432276,588950,530689,612012,716331,689181,760723,764707,831351,895275,884101
전국,63세,333891,336026,344485,358947,386652,364745,401890,478229,379686,370980,342476,378965,477386,468881,469007,460305,429543,585806,528168,608431,712414,685448,756768,758109,824401,890560
전국,64세,305953,328942,331362,340078,354360,381785,360514,397774,473851,376558,368299,339897,381294,473698,465321,465536,457273,426909,582615,524848,604829,708316,681500,749686,751351,819622
전국,65세,270492,301053,323856,326551,335101,349521,377037,356601,393579,469267,373576,365310,341639,378148,469855,461926,462279,454406,424251,578745,521677,601242,704145,674790,742721,746695
전국,66세,259940,265835,296198,318655,321367,330174,344843,372525,352224,389324,464846,370116,366153,338548,374910,466283,458484,459232,451649,421321,575151,518510,597588,696597,668109,738201
전국,67세,224665,255059,261031,291191,313278,316032,325103,339947,367512,347786,384883,459873,370144,362391,335357,371513,462297,455104,455822,448083,418063,571001,514832,590272,689415,663427
전국,68세,219224,220004,250004,255878,285729,307662,310569,320141,334868,362281,343340,380158,458664,365907,358373,331824,367970,458390,451417,451830,444324,414667,566479,508009,583609,684157
전국,69세,211640,214181,214966,244716,250715,279690,301750,305246,314784,329715,357195,338584,378494,452571,361438,354342,328315,364485,454206,447042,447575,440196,410993,558295,501648,578529
전국,70세,195879,206204,208889,209976,239043,245024,274000,295829,299361,309251,324383,351467,336468,373046,446100,356693,350145,324762,360660,449247,442396,443052,435818,404354,550772,496698
전국,71세,180638,190263,200315,203269,204554,233096,239371,268074,289745,293535,303494,318759,348343,330796,366899,439452,351790,345780,320820,356256,444124,437426,438250,428385,398258,544734
전국,72세,153883,174975,184474,194561,197470,198994,227115,233535,261815,283396,287304,297292,315287,341763,324843,360741,432445,346706,341109,316490,351623,438570,432023,430212,421478,393232
전국,73세,148191,148247,169018,178475,188449,191594,193273,221120,227608,255395,276745,280869,293229,308794,334845,318589,354378,424994,341431,335832,311811,346700,432512,423583,422400,415438
전국,74세,133062,142164,142400,162920,172173,182125,185429,187478,214819,221387,248651,269941,276153,286432,301656,327562,312164,347652,417209,335307,330238,306754,341531,423178,415348,415887
전국,75세,141959,126898,136060,136470,156538,165587,175672,179330,181579,208255,215037,241804,264717,268922,279067,294276,319873,305254,340356,408443,328898,324245,301435,333449,413907,408011
전국,76세,133042,135028,120687,129821,130358,149972,159107,169018,172898,175111,201504,208259,236147,257010,261025,271436,286684,312030,298017,332373,399138,322030,317624,293433,325370,405848
전국,77세,107352,125803,127918,114393,123079,124036,143265,152301,162169,166133,168850,194485,202887,228327,248595,253041,263466,278572,303630,290050,323880,389497,314642,308450,285353,318261
전국,78세,94740,100743,118287,120958,107858,116390,117842,136466,145217,155053,159223,162346,188498,195334,219926,239889,244739,254947,269899,294405,281424,315234,378943,304687,299045,277890
전국,79세,82327,88490,94215,110884,113576,101281,109769,111587,129566,138093,147851,152215,156796,180752,187387,211121,230920,235740,245988,260703,284404,272536,305468,365353,293786,290204
전국,80세,71817,76174,82048,87661,103053,106106,94775,103089,105170,122424,130801,140467,146053,149435,172233,179171,202109,221366,226441,236440,250659,274145,263047,293235,350271,283679
전국,81세,69793,65934,69953,75797,80964,95630,98886,88313,96265,98679,115245,123521,134398,138348,141498,163594,170529,192707,211291,216390,226215,240644,263250,250984,279594,336208
전국,82세,60195,63300,60038,64105,69316,74442,88227,91735,81741,89391,91988,108172,117531,126445,130156,133703,154892,161520,182857,200619,205546,215831,229644,249681,237547,266638
전국,83세,47721,53945,57008,54309,58064,63122,67912,80979,84477,75157,82799,85584,102287,109721,118162,121912,125609,145662,152230,172333,189010,194701,204672,216394,234383,224760
전국,84세,42311,42559,48040,51073,48528,52178,57010,61754,73831,77330,68859,76130,80310,94532,101583,109808,113597,117252,136311,142364,161164,177698,183322,191531,201554,219992
전국,85세,177651,37221,37533,42464,45246,43247,46752,51253,55640,66644,70200,62673,70786,73372,86810,93689,101454,105050,108646,126316,131986,150234,165702,170045,176508,187585
전국,86세,-,31647,32437,32964,37103,39838,38209,41549,45648,49644,59772,63654,57821,63971,66364,79247,85776,92884,96441,99951,116012,122000,138986,152308,154677,162694
전국,87세,-,27208,27187,28109,28402,32166,34697,33534,36560,40276,43966,53386,58638,51722,57325,59633,71941,77619,84464,87556,90800,106083,111642,126276,136960,141035
전국,88세,-,21621,23044,23178,24009,24291,27634,29937,29026,31749,35111,38880,48613,51944,45613,50987,53239,64233,69702,75834,78557,82024,95956,100140,112084,123201
전국,89세,-,16315,17972,19497,19456,20230,20447,23487,25539,24942,27423,30538,35331,42416,45347,39874,44997,46917,56911,61796,67043,69976,73201,84887,87015,99232
전국,90세,-,13406,13539,14831,16080,16202,16987,17146,19771,21579,21083,23475,27433,30452,36487,39357,34671,39061,40825,49612,53871,58984,61471,63796,72642,75771
전국,91세,-,9904,10799,11098,11960,13116,13341,14020,14232,16334,18074,17770,20957,23271,25746,31165,34018,29503,33432,34909,42582,46791,51192,52699,53296,62393
전국,92세,-,7807,7892,8657,8833,9585,10595,10806,11378,11655,13354,15004,15746,17552,19357,21718,26487,28787,24961,28262,29257,36397,40071,43002,43035,44850
전국,93세,-,5048,6090,6213,6781,6950,7512,8447,8607,9061,9369,10912,13431,12884,14551,16107,18164,22015,24106,20684,23226,24602,30653,33020,34541,35475
전국,94세,-,3826,3853,4672,4742,5236,5383,5893,6601,6751,7244,7503,9877,10855,10445,11883,13352,14848,18164,19769,16758,19094,20317,24730,25792,27940
전국,95세,-,9640,9865,10124,10801,11467,12434,13384,14503,15878,5292,5655,6926,7828,8688,8387,9687,10820,12132,14616,15894,13588,15518,15707,18748,20357
전국,96세,-,-,-,-,-,-,-,-,-,-,3967,4085,5519,5561,6184,6906,6751,7763,8766,9619,11613,12811,10954,11588,11404,14474
전국,97세,-,-,-,-,-,-,-,-,-,-,2556,3059,4175,4369,4423,4946,5503,5344,6199,6922,7562,9225,10214,7928,8133,8648
전국,98세,-,-,-,-,-,-,-,-,-,-,1732,1894,3310,3336,3490,3580,3975,4318,4286,4832,5392,5993,7296,7275,5402,5891
전국,99세,-,-,-,-,-,-,-,-,-,-,1221,1269,2461,2583,2665,2838,2901,3169,3461,3305,3752,4274,4774,4799,4752,3839
전국,100세 이상,-,-,-,-,-,-,-,-,-,-,2335,2599,11130,11634,12657,13793,15006,16209,17562,17850,18783,20160,21912,7961,7733,8537
서울특별시,계,10270506,10264260,10311314,10263336,10207295,10174086,10173162,10167344,10181166,10192710,10200827,10208302,10312545,10249679,10195318,10143645,10103233,10022181,9930616,9857426,9765623,9729107,9668465,9509458,9428372,9386034
서울특별시,0세,126048,119403,124416,106802,94987,95127,93281,83535,85825,93087,88051,82951,86162,84538,87070,78576,78101,77668,70798,61253,54719,51145,45165,43410,40742,37771
서울특별시,1세,133653,126648,121004,124081,106423,95252,96303,93767,84076,86849,93727,88987,83083,86961,85490,88271,78973,78187,76955,70532,60805,54779,50482,44904,43950,41087
서울특별시,2세,133823,129173,123689,116486,120149,103251,93489,94145,91240,81881,84485,91573,86002,80452,83968,82972,85889,76152,74874,74322,67262,59128,53099,48900,44177,43013
서울특별시,3세,136900,130047,126802,119467,113263,117196,102042,91548,92355,89123,79998,82820,89017,83876,78338,82113,80892,83046,73373,72482,71433,65734,57331,51445,48120,43637
서울특별시,4세,137443,133395,127817,123399,116780,111178,116106,100562,90323,90761,87660,78875,81027,87332,82240,76825,80514,78850,80575,71688,70251,70013,64404,55879,50630,47506
서울특별시,5세,135658,134879,131557,125074,121150,114785,110485,114539,99436,89221,89366,86540,77342,79607,85878,80786,75678,78745,76864,78941,69728,69139,68808,62987,55088,50291
서울특별시,6세,138764,133603,133978,129565,123818,120338,114611,109885,114135,98895,88920,88847,85570,76678,78710,84583,79615,74176,77045,75386,76957,69031,68085,67581,62376,55100
서울특별시,7세,134930,137034,132537,131500,127769,122402,119517,113519,109064,112961,97818,88001,87437,84286,75315,77366,83620,78271,72626,75929,73813,76160,68257,66923,66960,62036
서울특별시,8세,123781,133914,136338,131037,130495,126986,122234,118890,112913,108409,112468,97286,87174,86520,83258,74650,76662,82452,76968,71772,74748,73259,75438,67174,66454,66691
서울특별시,9세,121775,123248,133732,135348,130633,129929,127100,121964,118792,112194,108022,112236,96707,86398,85720,82595,74048,75752,81236,76157,70652,74305,72676,74480,66820,66430
서울특별시,10세,123895,121499,123495,133287,135431,130584,130466,127312,122020,118559,112333,107794,111856,96006,85656,85082,82076,73327,75032,80577,75180,70378,73776,71911,74250,66672
서울특별시,11세,122811,124160,122226,123678,133995,135897,131413,130879,127645,122100,118696,112499,107677,111428,95388,85239,84629,81332,72584,74502,79733,74930,70062,72979,71693,74287
서울특별시,12세,128528,123915,125726,123344,124966,135526,137403,132402,132207,128628,122963,119523,113036,107708,111130,95197,85274,84334,80747,72380,74074,79942,74955,69798,73139,71911
서울특별시,13세,136568,127751,123922,125261,123259,124649,135431,137147,132440,131978,128461,122857,119350,112316,106908,110486,94743,84511,83494,80264,71698,73725,79461,74226,69481,72773
서울특별시,14세,139761,136469,128478,124228,125780,123818,125431,135675,137657,132766,132339,128767,123140,119063,111864,106669,110145,94302,83929,83081,79681,71582,73398,78965,73939,69371
서울특별시,15세,162366,139933,137528,129257,125221,126836,124878,126204,136780,138436,133649,133249,129667,123169,118800,111753,106792,110050,93942,83791,82773,79677,71470,73101,78832,73898
서울특별시,16세,177954,160187,138837,136122,128403,124364,126339,124153,125830,136341,138416,133501,133310,129002,122232,118196,111418,106085,109021,93326,83012,82287,79105,70668,72618,78204
서울특별시,17세,186373,176470,159702,137652,135414,127691,124233,126219,124118,125721,136284,138472,133731,132938,128406,121842,117950,110951,105498,108584,92791,82767,81820,78485,70496,72331
서울특별시,18세,187115,185251,176117,158463,136864,134664,127623,124064,126141,124052,125541,136108,138596,133113,132364,127962,121655,117610,110501,105344,108139,92621,82413,81354,78443,70353
서울특별시,19세,189664,187980,186214,176212,158626,137726,135937,129480,125660,127463,125239,126701,137626,138774,133761,133384,129831,123288,119457,112807,108040,111662,95406,84649,86227,83411
서울특별시,20세,161639,190809,189243,186019,176748,159273,139046,137256,130803,126565,128283,126165,127580,137904,139523,134206,134410,130443,124384,120957,114742,110727,114046,97483,88938,90143
서울특별시,21세,178914,163531,192304,189245,186692,177946,160678,140475,138781,131991,127714,129393,127553,128121,139129,140378,135441,134941,131324,125632,122499,117160,113005,116240,101673,91928
서울특별시,22세,179523,182098,166819,194346,191826,188697,180649,163947,143847,141905,134483,130357,132445,129772,130993,142056,144014,138448,137974,134735,129725,127846,122481,117703,123683,107831
서울특별시,23세,189772,185018,188159,171028,199048,195723,193320,185633,169788,149103,146808,138943,134662,136106,133871,135269,147248,148442,143570,143930,141389,137538,135873,129512,126585,131911
서울특별시,24세,212731,195492,190481,192222,175226,202903,199563,197660,191628,175729,153900,151065,143207,138526,140471,138473,140066,151509,153476,149420,150560,148693,144710,142139,137495,133245
서울특별시,25세,225478,216637,200543,193393,195098,178074,205702,203094,202716,197101,180693,158291,155615,147085,142752,144967,143388,144425,156688,159845,156527,158278,156132,151566,150334,144366
서울특별시,26세,235432,228473,220956,202912,196177,197733,179904,208533,206811,207206,201823,184640,162153,159195,150889,146600,149081,146554,148170,161550,165963,163318,164766,161356,158184,156937
서울특별시,27세,249263,235729,230930,221519,203797,196982,197908,180515,209816,209449,210028,204196,187470,163872,161430,153090,149143,150747,148420,150999,165471,170959,167478,167311,165476,161989
서울특별시,28세,239557,246183,235410,228336,218691,201896,195159,196179,179896,209834,209807,210199,204552,187268,164531,161747,154371,149027,150832,149562,153068,168286,172930,167850,169261,167679
서울특별시,29세,230137,233962,243153,230079,222750,214498,198346,191789,193885,177784,207714,208281,208447,201970,185355,163057,160789,152685,147863,150485,149846,153818,168990,171117,167854,169782
서울특별시,30세,219723,223640,229536,235949,222878,217357,209659,194030,188284,190761,175169,204961,205498,204556,198489,182248,160949,157894,150266,146573,149513,149445,153016,165879,169713,166912
서울특별시,31세,199552,212947,218873,221903,227951,216462,212336,204858,190017,184077,187337,172327,201048,200615,200068,194120,178753,157246,153975,148015,144453,148368,148131,149441,163226,167885
서울특별시,32세,180094,193250,208745,211884,214347,221826,211136,207051,200277,185203,180247,183610,168529,195651,195436,194965,189600,173624,152964,150838,144811,142549,146240,143987,146699,160863
서울특별시,33세,187602,175007,189613,202476,205563,208672,216806,206339,202817,195720,180935,176606,179841,163897,190369,190207,189980,183750,168317,149335,146839,141939,140184,141533,140897,144144
서울특별시,34세,183239,182866,172272,184842,196940,200573,204263,212516,202495,198189,191924,177470,173622,174545,159370,185293,185009,183947,177985,163855,144733,143557,138811,135161,138162,138171
서울특별시,35세,172995,179382,180173,168323,180876,192633,197036,200605,208482,198566,194448,188264,174704,168599,169868,154814,180177,179349,177958,173092,158638,141456,140377,133920,131564,135207
서울특별시,36세,185967,169850,177346,176798,165133,177572,189559,194015,197623,204954,195329,190898,185526,169856,164050,165586,151163,174632,173622,173138,167463,154667,137812,135712,130500,128904
서울특별시,37세,193932,183314,168614,174850,174091,162716,175356,187078,192074,194840,202258,192389,189555,180924,165628,160454,161742,146834,169579,169187,167486,163441,150721,133300,132133,127826
서울특별시,38세,201061,191474,182471,166643,172763,171741,160924,173589,185328,190153,192720,199763,191480,185528,177120,161977,157258,157347,142893,165335,163901,163787,159550,145727,130213,129669
서울특별시,39세,191841,199138,190809,180591,164803,170981,170428,159471,172235,183840,188295,190977,199644,187771,181844,173787,159035,153630,153415,139821,160933,160750,160264,154619,142701,127824
서울특별시,40세,181426,189989,198486,189367,179013,163173,169450,169366,158553,170890,182730,186911,191435,196143,184378,178883,171002,155619,150185,150481,136161,157941,157562,155766,151071,140499
서울특별시,41세,184250,179675,189322,197014,187686,177549,162169,168500,168558,157920,170193,181804,188326,188641,193150,181713,176138,167735,152306,147416,147034,133933,155036,153527,152769,149016
서울특별시,42세,170662,182374,178893,187736,195438,186067,176319,161398,168044,168071,157333,169585,183609,185841,185898,190726,179369,173327,164654,150031,144348,145000,131923,151396,150980,150876
서울특별시,43세,182675,168647,181220,177221,186041,193629,184668,175314,160848,167558,167485,156784,171715,181405,183461,184167,188637,176759,170558,162292,147229,142609,142835,128908,149020,149267
서울특별시,44세,156829,180430,167571,179422,175180,183774,191991,183527,174873,160266,166977,166913,158833,169709,179153,181371,182233,186030,174048,168414,159565,145629,140652,139969,127065,147369
서울특별시,45세,140461,154684,178721,165647,177109,173211,181885,190774,182576,173963,159767,166450,169078,156932,167825,177335,179622,179882,183494,171738,165782,157862,143585,137716,138082,125833
서울특별시,46세,154902,138534,153262,176229,163071,174672,171451,180647,189716,181544,173176,159272,168545,166945,154931,165875,175499,177490,177412,181275,169226,163865,155782,140733,135725,136639
서울특별시,47세,109155,152550,137029,150889,173480,160764,172864,170035,179551,188425,180248,172277,161748,166605,164763,153125,164275,173191,174932,175113,178517,167243,161763,152598,138672,134499
서울특별시,48세,122682,107573,150603,134341,148099,170775,158944,171276,168945,178157,187102,179250,174713,159877,164575,163045,151370,162165,170766,172711,172444,176438,165067,158526,150318,137417
서울특별시,49세,124897,120672,106116,147611,131675,145717,168720,157366,169704,167385,176859,185691,181546,172492,157645,162713,161324,149411,159817,168518,170068,170463,173977,161641,156004,148658
서울특별시,50세,124091,122926,119105,104129,144617,129287,143754,166765,155867,168047,165810,175454,188203,179165,170129,155762,161040,159261,147088,157576,166145,167963,168100,170243,159122,154267
서울특별시,51세,128890,122288,121145,116605,101909,142020,127491,142149,165121,154205,166584,164531,177826,185665,176368,168057,153999,158739,156684,144996,155294,164022,165625,164432,167241,157344
서울특별시,52세,105330,126832,120326,118474,114139,100045,140055,125957,140802,163253,152717,165064,166465,175039,183025,174089,165944,151820,156280,154444,142798,153253,161482,161942,161616,165379
서울특별시,53세,94368,103515,124696,117672,115826,111860,98640,138344,124566,139267,161397,151229,166800,163911,172136,180432,171945,163569,149347,153733,151714,140798,150915,157807,158987,159648
서울특별시,54세,96637,92617,101681,121628,114794,113541,110083,97349,136734,123205,137675,159781,152800,164027,161153,169747,178049,169115,161060,146916,151001,149743,138608,147468,154862,157049
서울특별시,55세,95900,94964,90961,99279,118676,112367,111698,108611,96235,134806,121658,136016,161291,150149,161263,158740,167356,175117,166057,158349,144221,148790,147255,135282,144507,152744
서울특별시,56세,116782,94075,93098,88493,96482,116297,110657,110295,107315,94949,133076,120310,137367,158519,147620,158722,156193,164327,172023,163134,155417,142141,146459,143718,132474,142296
서울특별시,57세,95263,114395,92391,90519,86135,94465,114211,109153,108905,105630,93565,131388,121479,134807,155635,145187,156295,153273,161051,168880,159935,153039,139819,142986,140811,130464
서울특별시,58세,82453,93187,112145,89762,87937,84183,92826,112500,107573,107296,103923,92267,132317,119148,132296,153199,142734,153251,150331,158018,165629,157352,150635,136273,139968,138553
